,episode,step,state,action,next_state
0,0,0,0,0,10
1,0,1,10,2,0
2,0,2,0,1,1
3,0,3,1,2,1
4,0,4,1,0,11
5,0,5,11,3,10
6,0,6,10,3,10
7,0,7,10,0,20
8,0,8,20,3,20
9,0,9,20,0,31
10,0,10,31,1,32
11,0,11,32,2,21
12,0,12,21,3,20
13,0,13,20,3,20
14,0,14,20,0,31
15,0,15,31,2,20
16,0,16,20,2,10
17,0,17,10,1,11
18,0,18,11,3,10
19,0,19,10,0,20
20,0,20,20,3,20
21,0,21,20,0,31
22,0,22,31,0,41
23,0,23,41,0,41
24,0,24,41,1,42
25,0,25,42,2,32
26,0,26,32,1,33
27,0,27,33,3,32
28,0,28,32,1,33
29,0,29,33,2,22
30,0,30,22,2,12
31,0,31,12,1,13
32,0,32,13,1,14
33,0,33,14,3,13
34,0,34,13,2,3
35,0,35,3,3,2
36,0,36,2,3,1
37,0,37,1,3,0
38,0,38,0,1,1
39,0,39,1,1,2
40,0,40,2,1,3
41,0,41,3,3,2
42,0,42,2,0,12
43,0,43,12,3,11
44,0,44,11,1,12
45,0,45,12,1,13
46,0,46,13,1,14
47,0,47,14,1,14
48,0,48,14,1,14
49,0,49,14,0,24
50,0,50,24,0,35
51,0,51,35,2,24
52,0,52,24,2,14
53,0,53,14,0,24
54,0,54,24,1,25
55,0,55,25,0,25
56,0,56,25,0,25
57,0,57,25,2,25
58,0,58,25,1,26
59,0,59,26,0,36
60,0,60,36,2,26
61,0,61,26,3,25
62,0,62,25,0,25
63,0,63,25,1,26
64,0,64,26,2,15
65,0,65,15,1,16
66,0,66,16,2,6
67,0,67,6,1,7
68,0,68,7,3,6
69,0,69,6,2,6
70,0,70,6,2,6
71,0,71,6,1,7
72,0,72,7,1,8
73,0,73,8,3,7
74,0,74,7,0,17
75,0,75,17,3,16
76,0,76,16,0,27
77,0,77,27,2,16
78,0,78,16,0,27
79,0,79,27,2,16
80,0,80,16,2,6
81,0,81,6,3,5
82,0,82,5,3,5
83,0,83,5,1,6
84,0,84,6,2,6
85,0,85,6,3,5
86,0,86,5,2,5
87,0,87,5,0,15
88,0,88,15,1,16
89,0,89,16,1,17
90,0,90,17,3,16
91,0,91,16,1,17
92,0,92,17,3,16
93,0,93,16,3,15
94,0,94,15,2,5
95,0,95,5,0,15
96,0,96,15,3,15
97,0,97,15,3,15
98,0,98,15,0,26
