,episode,step,state,action,next_state
0,0,0,0,2,0
1,0,1,0,2,0
2,0,2,0,2,0
3,0,3,0,2,0
4,0,4,0,1,1
5,0,5,1,2,1
6,0,6,1,1,2
7,0,7,2,3,1
8,0,8,1,3,0
9,0,9,0,1,1
10,0,10,1,3,0
11,0,11,0,2,0
12,0,12,0,2,0
13,0,13,0,3,0
14,0,14,0,0,10
15,0,15,10,0,20
16,0,16,20,0,31
17,0,17,31,3,31
18,0,18,31,3,31
19,0,19,31,3,31
20,0,20,31,3,31
21,0,21,31,3,31
22,0,22,31,1,32
23,0,23,32,3,31
24,0,24,31,0,41
25,0,25,41,2,31
26,0,26,31,0,41
27,0,27,41,3,41
28,0,28,41,2,31
29,0,29,31,1,32
30,0,30,32,1,33
31,0,31,33,3,32
32,0,32,32,1,33
33,0,33,33,2,22
34,0,34,22,0,33
35,0,35,33,2,22
36,0,36,22,2,12
37,0,37,12,2,2
38,0,38,2,3,1
39,0,39,1,2,1
40,0,40,1,1,2
41,0,41,2,1,3
42,0,42,3,2,3
43,0,43,3,0,13
44,0,44,13,2,3
45,0,45,3,2,3
46,0,46,3,0,13
47,0,47,13,0,23
48,0,48,23,1,24
49,0,49,24,1,25
50,0,50,25,2,25
51,0,51,25,1,26
52,0,52,26,3,25
53,0,53,25,0,25
54,0,54,25,3,24
55,0,55,24,1,25
56,0,56,25,3,24
57,0,57,24,1,25
58,0,58,25,3,24
59,0,59,24,1,25
60,0,60,25,3,24
61,0,61,24,1,25
62,0,62,25,3,24
63,0,63,24,1,25
64,0,64,25,3,24
65,0,65,24,1,25
66,0,66,25,3,24
67,0,67,24,1,25
68,0,68,25,3,24
69,0,69,24,1,25
70,0,70,25,3,24
71,0,71,24,1,25
72,0,72,25,3,24
73,0,73,24,1,25
74,0,74,25,3,24
75,0,75,24,1,25
76,0,76,25,3,24
77,0,77,24,1,25
78,0,78,25,3,24
79,0,79,24,1,25
80,0,80,25,3,24
81,0,81,24,1,25
82,0,82,25,3,24
83,0,83,24,1,25
84,0,84,25,3,24
85,0,85,24,1,25
86,0,86,25,3,24
87,0,87,24,1,25
88,0,88,25,3,24
89,0,89,24,1,25
90,0,90,25,3,24
91,0,91,24,1,25
92,0,92,25,3,24
93,0,93,24,1,25
94,0,94,25,3,24
95,0,95,24,1,25
96,0,96,25,3,24
97,0,97,24,1,25
98,0,98,25,3,24
99,0,99,24,1,25
100,0,100,25,3,24
101,0,101,24,1,25
102,0,102,25,3,24
103,0,103,24,1,25
104,0,104,25,3,24
105,0,105,24,1,25
106,0,106,25,3,24
107,0,107,24,1,25
108,0,108,25,3,24
109,0,109,24,1,25
110,0,110,25,3,24
111,0,111,24,1,25
112,0,112,25,3,24
113,0,113,24,1,25
114,0,114,25,3,24
115,0,115,24,1,25
116,0,116,25,3,24
117,0,117,24,1,25
118,0,118,25,3,24
119,0,119,24,1,25
120,0,120,25,3,24
121,0,121,24,1,25
122,0,122,25,3,24
123,0,123,24,1,25
124,0,124,25,3,24
125,0,125,24,1,25
126,0,126,25,3,24
127,0,127,24,1,25
128,0,128,25,3,24
129,0,129,24,1,25
130,0,130,25,3,24
131,0,131,24,1,25
132,0,132,25,3,24
133,0,133,24,1,25
134,0,134,25,3,24
135,0,135,24,1,25
136,0,136,25,3,24
137,0,137,24,1,25
138,0,138,25,3,24
139,0,139,24,1,25
140,0,140,25,3,24
141,0,141,24,1,25
142,0,142,25,3,24
143,0,143,24,1,25
144,0,144,25,3,24
145,0,145,24,1,25
146,0,146,25,3,24
147,0,147,24,3,23
148,0,148,23,2,13
149,0,149,13,3,12
150,0,150,12,0,22
151,0,151,22,3,21
152,0,152,21,0,32
153,0,153,32,2,21
154,0,154,21,1,22
155,0,155,22,2,12
156,0,156,12,3,11
157,0,157,11,2,1
158,0,158,1,1,2
159,0,159,2,0,12
160,0,160,12,2,2
161,0,161,2,2,2
162,0,162,2,3,1
163,0,163,1,3,0
164,0,164,0,3,0
165,0,165,0,2,0
166,0,166,0,0,10
167,0,167,10,1,11
168,0,168,11,3,10
169,0,169,10,0,20
170,0,170,20,2,10
171,0,171,10,2,0
172,0,172,0,1,1
173,0,173,1,0,11
174,0,174,11,1,12
175,0,175,12,1,13
176,0,176,13,1,14
177,0,177,14,3,13
178,0,178,13,2,3
179,0,179,3,0,13
180,0,180,13,0,23
181,0,181,23,1,24
182,0,182,24,1,25
183,0,183,25,3,24
184,0,184,24,2,14
185,0,185,14,1,14
186,0,186,14,2,4
187,0,187,4,2,4
188,0,188,4,3,3
189,0,189,3,1,4
190,0,190,4,0,14
191,0,191,14,0,24
192,0,192,24,0,35
193,0,193,35,3,34
194,0,194,34,2,23
195,0,195,23,0,34
196,0,196,34,0,44
197,0,197,44,1,45
198,0,198,45,0,45
199,0,199,45,2,35
200,0,200,35,0,45
201,0,201,45,3,44
202,0,202,44,2,34
203,0,203,34,1,35
204,0,204,35,1,35
205,0,205,35,2,24
206,0,206,24,0,35
207,0,207,35,2,24
208,0,208,24,2,14
209,0,209,14,0,24
210,0,210,24,3,23
211,0,211,23,3,22
212,0,212,22,1,23
213,0,213,23,3,22
214,0,214,22,0,33
215,0,215,33,3,32
216,0,216,32,0,42
217,0,217,42,1,43
218,0,218,43,2,33
219,0,219,33,2,22
220,0,220,22,0,33
221,0,221,33,1,34
222,0,222,34,3,33
223,0,223,33,0,43
224,0,224,43,0,43
225,0,225,43,3,42
226,0,226,42,3,41
227,0,227,41,0,41
228,0,228,41,3,41
229,0,229,41,2,31
230,0,230,31,1,32
231,0,231,32,1,33
232,0,232,33,0,43
233,0,233,43,1,44
234,0,234,44,0,44
235,0,235,44,3,43
236,0,236,43,1,44
237,0,237,44,3,43
238,0,238,43,1,44
239,0,239,44,0,44
240,0,240,44,2,34
241,0,241,34,3,33
242,0,242,33,1,34
243,0,243,34,1,35
244,0,244,35,1,35
245,0,245,35,0,45
246,0,246,45,1,45
247,0,247,45,1,45
248,0,248,45,1,45
249,0,249,45,3,44
250,0,250,44,1,45
251,0,251,45,2,35
252,0,252,35,3,34
253,0,253,34,3,33
254,0,254,33,3,32
255,0,255,32,3,31
256,0,256,31,2,20
257,0,257,20,1,21
258,0,258,21,3,20
259,0,259,20,0,31
260,0,260,31,0,41
261,0,261,41,1,42
262,0,262,42,0,51
263,0,263,51,3,51
264,0,264,51,2,42
265,0,265,42,2,32
266,0,266,32,3,31
267,0,267,31,3,31
268,0,268,31,0,41
269,0,269,41,1,42
270,0,270,42,2,32
271,0,271,32,3,31
272,0,272,31,3,31
273,0,273,31,3,31
274,0,274,31,1,32
275,0,275,32,3,31
276,0,276,31,2,20
277,0,277,20,3,20
278,0,278,20,3,20
279,0,279,20,3,20
280,0,280,20,0,31
281,0,281,31,2,20
282,0,282,20,1,21
283,0,283,21,2,11
284,0,284,11,0,21
285,0,285,21,2,11
286,0,286,11,3,10
287,0,287,10,3,10
288,0,288,10,3,10
289,0,289,10,2,0
290,0,290,0,1,1
291,0,291,1,2,1
292,0,292,1,2,1
293,0,293,1,0,11
294,0,294,11,0,21
295,0,295,21,1,22
296,0,296,22,0,33
297,0,297,33,2,22
298,0,298,22,3,21
299,0,299,21,3,20
300,0,300,20,2,10
301,0,301,10,3,10
302,0,302,10,0,20
303,0,303,20,1,21
304,0,304,21,2,11
305,0,305,11,1,12
306,0,306,12,1,13
307,0,307,13,0,23
308,0,308,23,3,22
309,0,309,22,1,23
310,0,310,23,1,24
311,0,311,24,0,35
312,0,312,35,0,45
313,0,313,45,0,45
314,0,314,45,2,35
315,0,315,35,1,35
316,0,316,35,2,24
317,0,317,24,1,25
318,0,318,25,3,24
319,0,319,24,3,23
320,0,320,23,0,34
321,0,321,34,0,44
322,0,322,44,0,44
323,0,323,44,2,34
324,0,324,34,2,23
325,0,325,23,2,13
326,0,326,13,2,3
327,0,327,3,3,2
328,0,328,2,1,3
329,0,329,3,2,3
330,0,330,3,2,3
331,0,331,3,3,2
332,0,332,2,1,3
333,0,333,3,0,13
334,0,334,13,3,12
335,0,335,12,2,2
336,0,336,2,1,3
337,0,337,3,1,4
338,0,338,4,1,4
339,0,339,4,1,4
340,0,340,4,0,14
341,0,341,14,1,14
342,0,342,14,2,4
343,0,343,4,1,4
344,0,344,4,3,3
345,0,345,3,1,4
346,0,346,4,2,4
347,0,347,4,0,14
348,0,348,14,3,13
349,0,349,13,2,3
350,0,350,3,3,2
351,0,351,2,0,12
352,0,352,12,1,13
353,0,353,13,1,14
354,0,354,14,0,24
355,0,355,24,2,14
356,0,356,14,0,24
357,0,357,24,0,35
358,0,358,35,0,45
359,0,359,45,3,44
360,0,360,44,2,34
361,0,361,34,2,23
362,0,362,23,0,34
363,0,363,34,1,35
364,0,364,35,2,24
365,0,365,24,1,25
366,0,366,25,0,25
367,0,367,25,1,26
368,0,368,26,2,15
369,0,369,15,2,5
370,0,370,5,2,5
371,0,371,5,0,15
372,0,372,15,3,15
373,0,373,15,1,16
374,0,374,16,0,27
375,0,375,27,0,37
376,0,376,37,3,36
377,0,377,36,3,36
378,0,378,36,1,37
379,0,379,37,1,38
380,0,380,38,3,37
381,0,381,37,0,47
382,0,382,47,3,46
383,0,383,46,2,36
384,0,384,36,2,26
385,0,385,26,1,27
386,0,386,27,3,26
387,0,387,26,0,36
388,0,388,36,0,46
389,0,389,46,1,47
390,0,390,47,0,53
391,0,391,53,1,54
392,0,392,54,1,55
393,0,393,55,3,54
394,0,394,54,0,62
395,0,395,62,3,62
396,0,396,62,1,62
397,0,397,62,0,70
398,0,398,70,0,80
399,0,399,80,0,91
400,0,400,91,1,92
401,0,401,92,3,91
402,0,402,91,0,101
403,0,403,101,3,100
404,0,404,100,3,99
405,0,405,99,1,100
406,0,406,100,0,100
407,0,407,100,1,101
408,0,408,101,1,102
409,0,409,102,0,102
410,0,410,102,1,103
411,1,0,0,1,1
412,1,1,1,1,2
413,1,2,2,3,1
414,1,3,1,1,2
415,1,4,2,3,1
416,1,5,1,1,2
417,1,6,2,2,2
418,1,7,2,2,2
419,1,8,2,3,1
420,1,9,1,3,0
421,1,10,0,3,0
422,1,11,0,1,1
423,1,12,1,1,2
424,1,13,2,3,1
425,1,14,1,1,2
426,1,15,2,3,1
427,1,16,1,1,2
428,1,17,2,3,1
429,1,18,1,1,2
430,1,19,2,2,2
431,1,20,2,3,1
432,1,21,1,1,2
433,1,22,2,3,1
434,1,23,1,1,2
435,1,24,2,2,2
436,1,25,2,3,1
437,1,26,1,1,2
438,1,27,2,3,1
439,1,28,1,1,2
440,1,29,2,2,2
441,1,30,2,3,1
442,1,31,1,3,0
443,1,32,0,0,10
444,1,33,10,1,11
445,1,34,11,1,12
446,1,35,12,3,11
447,1,36,11,3,10
448,1,37,10,2,0
449,1,38,0,3,0
450,1,39,0,1,1
451,1,40,1,3,0
452,1,41,0,1,1
453,1,42,1,1,2
454,1,43,2,3,1
455,1,44,1,1,2
456,1,45,2,3,1
457,1,46,1,1,2
458,1,47,2,3,1
459,1,48,1,3,0
460,1,49,0,1,1
461,1,50,1,1,2
462,1,51,2,2,2
463,1,52,2,3,1
464,1,53,1,1,2
465,1,54,2,2,2
466,1,55,2,2,2
467,1,56,2,2,2
468,1,57,2,3,1
469,1,58,1,1,2
470,1,59,2,2,2
471,1,60,2,3,1
472,1,61,1,2,1
473,1,62,1,3,0
474,1,63,0,3,0
475,1,64,0,3,0
476,1,65,0,3,0
477,1,66,0,3,0
478,1,67,0,3,0
479,1,68,0,1,1
480,1,69,1,1,2
481,1,70,2,2,2
482,1,71,2,2,2
483,1,72,2,2,2
484,1,73,2,2,2
485,1,74,2,3,1
486,1,75,1,1,2
487,1,76,2,3,1
488,1,77,1,3,0
489,1,78,0,1,1
490,1,79,1,1,2
491,1,80,2,3,1
492,1,81,1,3,0
493,1,82,0,1,1
494,1,83,1,2,1
495,1,84,1,1,2
496,1,85,2,2,2
497,1,86,2,2,2
498,1,87,2,2,2
499,1,88,2,2,2
500,1,89,2,2,2
501,1,90,2,2,2
502,1,91,2,3,1
503,1,92,1,3,0
504,1,93,0,1,1
505,1,94,1,3,0
506,1,95,0,3,0
507,1,96,0,0,10
508,1,97,10,1,11
509,1,98,11,1,12
510,1,99,12,0,22
511,1,100,22,2,12
512,1,101,12,3,11
513,1,102,11,1,12
514,1,103,12,3,11
515,1,104,11,2,1
516,1,105,1,1,2
517,1,106,2,2,2
518,1,107,2,3,1
519,1,108,1,3,0
520,1,109,0,1,1
521,1,110,1,1,2
522,1,111,2,2,2
523,1,112,2,3,1
524,1,113,1,0,11
525,1,114,11,1,12
526,1,115,12,3,11
527,1,116,11,3,10
528,1,117,10,1,11
529,1,118,11,1,12
530,1,119,12,0,22
531,1,120,22,2,12
532,1,121,12,0,22
533,1,122,22,2,12
534,1,123,12,0,22
535,1,124,22,2,12
536,1,125,12,0,22
537,1,126,22,2,12
538,1,127,12,0,22
539,1,128,22,2,12
540,1,129,12,0,22
541,1,130,22,2,12
542,1,131,12,0,22
543,1,132,22,2,12
544,1,133,12,3,11
545,1,134,11,0,21
546,1,135,21,0,32
547,1,136,32,2,21
548,1,137,21,0,32
549,1,138,32,1,33
550,1,139,33,0,43
551,1,140,43,0,43
552,1,141,43,3,42
553,1,142,42,0,51
554,1,143,51,1,51
555,1,144,51,0,58
556,1,145,58,0,64
557,1,146,64,1,65
558,1,147,65,2,59
559,1,148,59,3,58
560,1,149,58,2,51
561,1,150,51,0,58
562,1,151,58,3,57
563,1,152,57,3,57
564,1,153,57,2,57
565,1,154,57,3,57
566,1,155,57,2,57
567,1,156,57,3,57
568,1,157,57,3,57
569,1,158,57,3,57
570,1,159,57,3,57
571,1,160,57,0,63
572,1,161,63,0,73
573,1,162,73,1,74
574,1,163,74,3,73
575,1,164,73,1,74
576,1,165,74,0,84
577,1,166,84,3,83
578,1,167,83,1,84
579,1,168,84,3,83
580,1,169,83,0,94
581,1,170,94,2,83
582,1,171,83,1,84
583,1,172,84,0,95
584,1,173,95,2,84
585,1,174,84,0,95
586,1,175,95,0,95
587,1,176,95,0,95
588,1,177,95,0,95
589,1,178,95,3,94
590,1,179,94,2,83
591,1,180,83,3,83
592,1,181,83,2,73
593,1,182,73,2,63
594,1,183,63,1,64
595,1,184,64,3,63
596,1,185,63,1,64
597,1,186,64,1,65
598,1,187,65,1,66
599,1,188,66,3,65
600,1,189,65,0,75
601,1,190,75,1,76
602,1,191,76,2,66
603,1,192,66,0,76
604,1,193,76,2,66
605,1,194,66,1,67
606,1,195,67,1,67
607,1,196,67,0,77
608,1,197,77,2,67
609,1,198,67,1,67
610,1,199,67,1,67
611,1,200,67,1,67
612,1,201,67,3,66
613,1,202,66,0,76
614,1,203,76,0,86
615,1,204,86,1,87
616,1,205,87,2,77
617,1,206,77,2,67
618,1,207,67,1,67
619,1,208,67,3,66
620,1,209,66,1,67
621,1,210,67,2,61
622,1,211,61,2,61
623,1,212,61,3,60
624,1,213,60,3,59
625,1,214,59,3,58
626,1,215,58,2,51
627,1,216,51,1,51
628,1,217,51,1,51
629,1,218,51,0,58
630,1,219,58,0,64
631,1,220,64,0,74
632,1,221,74,1,75
633,1,222,75,2,65
634,1,223,65,3,64
635,1,224,64,3,63
636,1,225,63,0,73
637,1,226,73,0,83
638,1,227,83,2,73
639,1,228,73,2,63
640,1,229,63,3,63
641,1,230,63,3,63
