,episode,step,state,action,next_state
0,0,0,0,3,0
1,0,1,0,1,1
2,0,2,1,3,0
3,0,3,0,0,10
4,0,4,10,0,20
5,0,5,20,2,10
6,0,6,10,2,0
7,0,7,0,1,1
8,0,8,1,1,2
9,0,9,2,2,2
10,0,10,2,1,3
11,0,11,3,2,3
12,0,12,3,2,3
13,0,13,3,2,3
14,0,14,3,2,3
15,0,15,3,3,2
16,0,16,2,3,1
17,0,17,1,1,2
18,0,18,2,3,1
19,0,19,1,3,0
20,0,20,0,0,10
21,0,21,10,2,0
22,0,22,0,3,0
23,0,23,0,2,0
24,0,24,0,2,0
25,0,25,0,2,0
26,0,26,0,0,10
27,0,27,10,3,10
28,0,28,10,1,11
29,0,29,11,0,21
30,0,30,21,2,11
31,0,31,11,3,10
32,0,32,10,1,11
33,0,33,11,2,1
34,0,34,1,2,1
35,0,35,1,2,1
36,0,36,1,3,0
37,0,37,0,1,1
38,0,38,1,1,2
39,0,39,2,1,3
40,0,40,3,2,3
41,0,41,3,2,3
42,0,42,3,1,4
43,0,43,4,3,3
44,0,44,3,1,4
45,0,45,4,1,4
46,0,46,4,2,4
47,0,47,4,0,14
48,0,48,14,1,14
49,0,49,14,3,13
50,0,50,13,3,12
51,0,51,12,1,13
52,0,52,13,0,23
53,0,53,23,1,24
54,0,54,24,1,25
55,0,55,25,2,25
56,0,56,25,0,25
57,0,57,25,1,26
58,0,58,26,3,25
59,0,59,25,2,25
60,0,60,25,3,24
61,0,61,24,1,25
62,0,62,25,3,24
63,0,63,24,1,25
64,0,64,25,3,24
65,0,65,24,1,25
66,0,66,25,3,24
67,0,67,24,1,25
68,0,68,25,3,24
69,0,69,24,1,25
70,0,70,25,3,24
71,0,71,24,1,25
72,0,72,25,3,24
73,0,73,24,1,25
74,0,74,25,3,24
75,0,75,24,1,25
76,0,76,25,3,24
77,0,77,24,1,25
78,0,78,25,3,24
79,0,79,24,1,25
80,0,80,25,3,24
81,0,81,24,1,25
82,0,82,25,3,24
83,0,83,24,1,25
84,0,84,25,3,24
85,0,85,24,1,25
86,0,86,25,3,24
87,0,87,24,1,25
88,0,88,25,3,24
89,0,89,24,1,25
90,0,90,25,3,24
91,0,91,24,1,25
92,0,92,25,3,24
93,0,93,24,1,25
94,0,94,25,3,24
95,0,95,24,1,25
96,0,96,25,3,24
97,0,97,24,1,25
98,0,98,25,3,24
99,0,99,24,1,25
100,0,100,25,3,24
101,0,101,24,1,25
102,0,102,25,3,24
103,0,103,24,1,25
104,0,104,25,3,24
105,0,105,24,1,25
106,0,106,25,3,24
107,0,107,24,1,25
108,0,108,25,3,24
109,0,109,24,1,25
110,0,110,25,3,24
111,0,111,24,1,25
112,0,112,25,3,24
113,0,113,24,1,25
114,0,114,25,3,24
115,0,115,24,1,25
116,0,116,25,3,24
117,0,117,24,1,25
118,0,118,25,3,24
119,0,119,24,1,25
120,0,120,25,3,24
121,0,121,24,1,25
122,0,122,25,3,24
123,0,123,24,1,25
124,0,124,25,3,24
125,0,125,24,1,25
126,0,126,25,3,24
127,0,127,24,1,25
128,0,128,25,3,24
129,0,129,24,0,35
130,0,130,35,1,35
131,0,131,35,1,35
132,0,132,35,0,45
133,0,133,45,0,45
134,0,134,45,3,44
135,0,135,44,1,45
136,0,136,45,1,45
137,0,137,45,2,35
138,0,138,35,1,35
139,0,139,35,3,34
140,0,140,34,1,35
141,0,141,35,2,24
142,0,142,24,2,14
143,0,143,14,1,14
144,0,144,14,0,24
145,0,145,24,2,14
146,0,146,14,1,14
147,0,147,14,3,13
148,0,148,13,3,12
149,0,149,12,2,2
150,0,150,2,0,12
151,0,151,12,2,2
152,0,152,2,1,3
153,0,153,3,0,13
154,0,154,13,1,14
155,0,155,14,0,24
156,0,156,24,1,25
157,0,157,25,3,24
158,0,158,24,1,25
159,0,159,25,3,24
160,0,160,24,1,25
161,0,161,25,3,24
162,0,162,24,3,23
163,0,163,23,0,34
164,0,164,34,1,35
165,0,165,35,0,45
166,0,166,45,0,45
167,0,167,45,3,44
168,0,168,44,3,43
169,0,169,43,2,33
170,0,170,33,1,34
171,0,171,34,0,44
172,0,172,44,3,43
173,0,173,43,0,43
174,0,174,43,1,44
175,0,175,44,2,34
176,0,176,34,1,35
177,0,177,35,2,24
178,0,178,24,1,25
179,0,179,25,3,24
180,0,180,24,2,14
181,0,181,14,2,4
182,0,182,4,0,14
183,0,183,14,0,24
184,0,184,24,1,25
185,0,185,25,3,24
186,0,186,24,0,35
187,0,187,35,1,35
188,0,188,35,2,24
189,0,189,24,1,25
190,0,190,25,2,25
191,0,191,25,3,24
192,0,192,24,1,25
193,0,193,25,0,25
194,0,194,25,1,26
195,0,195,26,3,25
196,0,196,25,0,25
197,0,197,25,3,24
198,0,198,24,1,25
199,0,199,25,3,24
200,0,200,24,1,25
201,0,201,25,3,24
202,0,202,24,2,14
203,0,203,14,0,24
204,0,204,24,0,35
205,0,205,35,2,24
206,0,206,24,1,25
207,0,207,25,3,24
208,0,208,24,2,14
209,0,209,14,0,24
210,0,210,24,3,23
211,0,211,23,2,13
212,0,212,13,3,12
213,0,213,12,0,22
214,0,214,22,0,33
215,0,215,33,3,32
216,0,216,32,0,42
217,0,217,42,1,43
218,0,218,43,3,42
219,0,219,42,1,43
220,0,220,43,0,43
221,0,221,43,3,42
222,0,222,42,0,51
223,0,223,51,1,51
224,0,224,51,0,58
225,0,225,58,1,59
226,0,226,59,1,60
227,0,227,60,3,59
228,0,228,59,3,58
229,0,229,58,2,51
230,0,230,51,0,58
231,0,231,58,2,51
232,0,232,51,3,51
233,0,233,51,3,51
234,0,234,51,2,42
235,0,235,42,1,43
236,0,236,43,1,44
237,0,237,44,2,34
238,0,238,34,3,33
239,0,239,33,0,43
240,0,240,43,2,33
241,0,241,33,2,22
242,0,242,22,3,21
243,0,243,21,2,11
244,0,244,11,3,10
245,0,245,10,0,20
246,0,246,20,3,20
247,0,247,20,3,20
248,0,248,20,2,10
249,0,249,10,0,20
250,0,250,20,0,31
251,0,251,31,1,32
252,0,252,32,2,21
253,0,253,21,1,22
254,0,254,22,2,12
255,0,255,12,3,11
256,0,256,11,2,1
257,0,257,1,1,2
258,0,258,2,2,2
259,0,259,2,1,3
260,0,260,3,2,3
261,0,261,3,2,3
262,0,262,3,2,3
263,0,263,3,1,4
264,0,264,4,2,4
265,0,265,4,3,3
266,0,266,3,3,2
267,0,267,2,0,12
268,0,268,12,0,22
269,0,269,22,2,12
270,0,270,12,1,13
271,0,271,13,1,14
272,0,272,14,3,13
273,0,273,13,3,12
274,0,274,12,3,11
275,0,275,11,1,12
276,0,276,12,2,2
277,0,277,2,2,2
278,0,278,2,1,3
279,0,279,3,2,3
280,0,280,3,3,2
281,0,281,2,0,12
282,0,282,12,0,22
283,0,283,22,1,23
284,0,284,23,3,22
285,0,285,22,1,23
286,0,286,23,0,34
287,0,287,34,1,35
288,0,288,35,3,34
289,0,289,34,2,23
290,0,290,23,1,24
291,0,291,24,2,14
292,0,292,14,0,24
293,0,293,24,0,35
294,0,294,35,3,34
295,0,295,34,1,35
296,0,296,35,2,24
297,0,297,24,3,23
298,0,298,23,2,13
299,0,299,13,1,14
300,0,300,14,1,14
301,0,301,14,0,24
302,0,302,24,0,35
303,0,303,35,1,35
304,0,304,35,3,34
305,0,305,34,0,44
306,0,306,44,3,43
307,0,307,43,3,42
308,0,308,42,0,51
309,0,309,51,1,51
310,0,310,51,1,51
311,0,311,51,3,51
312,0,312,51,2,42
313,0,313,42,3,41
314,0,314,41,1,42
315,0,315,42,2,32
316,0,316,32,1,33
317,0,317,33,1,34
318,0,318,34,2,23
319,0,319,23,2,13
320,0,320,13,2,3
321,0,321,3,3,2
322,0,322,2,3,1
323,0,323,1,2,1
324,0,324,1,1,2
325,0,325,2,3,1
326,0,326,1,3,0
327,0,327,0,3,0
328,0,328,0,0,10
329,0,329,10,3,10
330,0,330,10,0,20
331,0,331,20,0,31
332,0,332,31,0,41
333,0,333,41,1,42
334,0,334,42,3,41
335,0,335,41,3,41
336,0,336,41,2,31
337,0,337,31,2,20
338,0,338,20,3,20
339,0,339,20,1,21
340,0,340,21,0,32
341,0,341,32,0,42
342,0,342,42,3,41
343,0,343,41,1,42
344,0,344,42,3,41
345,0,345,41,3,41
346,0,346,41,2,31
347,0,347,31,3,31
348,0,348,31,2,20
349,0,349,20,1,21
350,0,350,21,3,20
351,0,351,20,3,20
352,0,352,20,2,10
353,0,353,10,0,20
354,0,354,20,3,20
355,0,355,20,1,21
356,0,356,21,3,20
357,0,357,20,0,31
358,0,358,31,3,31
359,0,359,31,1,32
360,0,360,32,2,21
361,0,361,21,2,11
362,0,362,11,0,21
363,0,363,21,0,32
364,0,364,32,3,31
365,0,365,31,1,32
366,0,366,32,0,42
367,0,367,42,0,51
368,0,368,51,3,51
369,0,369,51,2,42
370,0,370,42,1,43
371,0,371,43,3,42
372,0,372,42,3,41
373,0,373,41,0,41
374,0,374,41,0,41
375,0,375,41,2,31
376,0,376,31,3,31
377,0,377,31,0,41
378,0,378,41,3,41
379,0,379,41,3,41
380,0,380,41,1,42
381,0,381,42,1,43
382,0,382,43,0,43
383,0,383,43,0,43
384,0,384,43,3,42
385,0,385,42,0,51
386,0,386,51,3,51
387,0,387,51,0,58
388,0,388,58,0,64
389,0,389,64,3,63
390,0,390,63,3,63
391,0,391,63,1,64
392,0,392,64,2,58
393,0,393,58,3,57
394,0,394,57,1,58
395,0,395,58,1,59
396,0,396,59,0,65
397,0,397,65,3,64
398,0,398,64,0,74
399,0,399,74,2,64
400,0,400,64,0,74
401,0,401,74,2,64
402,0,402,64,0,74
403,0,403,74,0,84
404,0,404,84,1,85
405,0,405,85,0,96
406,0,406,96,0,96
407,0,407,96,2,85
408,0,408,85,3,84
409,0,409,84,2,74
410,0,410,74,3,73
411,0,411,73,2,63
412,0,412,63,3,63
413,0,413,63,3,63
414,0,414,63,2,57
415,0,415,57,3,57
416,0,416,57,2,57
417,0,417,57,1,58
418,0,418,58,3,57
419,0,419,57,2,57
420,0,420,57,0,63
421,0,421,63,1,64
422,0,422,64,1,65
423,0,423,65,0,75
424,0,424,75,0,85
425,0,425,85,0,96
426,0,426,96,2,85
427,0,427,85,1,86
428,0,428,86,0,97
429,0,429,97,0,97
430,0,430,97,3,96
431,0,431,96,3,95
432,0,432,95,1,96
433,0,433,96,2,85
434,0,434,85,2,75
435,0,435,75,2,65
436,0,436,65,2,59
437,0,437,59,3,58
438,0,438,58,3,57
439,0,439,57,1,58
440,0,440,58,0,64
441,0,441,64,0,74
442,0,442,74,1,75
443,0,443,75,3,74
444,0,444,74,1,75
445,0,445,75,1,76
446,0,446,76,0,86
447,0,447,86,0,97
448,0,448,97,3,96
449,0,449,96,1,97
450,0,450,97,1,98
451,0,451,98,2,87
452,0,452,87,2,77
453,0,453,77,2,67
454,0,454,67,1,67
455,0,455,67,2,61
456,0,456,61,0,67
457,0,457,67,3,66
458,0,458,66,1,67
459,0,459,67,1,67
460,0,460,67,2,61
461,0,461,61,3,60
462,0,462,60,1,61
463,0,463,61,2,61
464,0,464,61,0,67
465,0,465,67,1,67
466,0,466,67,2,61
467,0,467,61,3,60
468,0,468,60,2,60
469,0,469,60,2,60
470,0,470,60,1,61
471,0,471,61,1,61
472,0,472,61,3,60
473,0,473,60,1,61
474,0,474,61,1,61
475,0,475,61,3,60
476,0,476,60,3,59
477,0,477,59,1,60
478,0,478,60,2,60
479,0,479,60,0,66
480,0,480,66,2,60
481,0,481,60,1,61
482,0,482,61,0,67
483,0,483,67,2,61
484,0,484,61,2,61
485,0,485,61,3,60
486,0,486,60,0,66
487,0,487,66,3,65
488,0,488,65,1,66
489,0,489,66,0,76
490,0,490,76,0,86
491,0,491,86,1,87
492,0,492,87,0,98
493,0,493,98,2,87
494,0,494,87,3,86
495,0,495,86,1,87
496,0,496,87,1,88
497,0,497,88,1,89
498,0,498,89,1,90
499,0,499,90,2,79
500,0,500,79,3,78
501,0,501,78,2,68
502,0,502,68,1,69
503,0,503,69,1,70
504,0,504,70,2,62
505,0,505,62,1,62
506,0,506,62,0,70
507,0,507,70,2,62
508,0,508,62,0,70
509,0,509,70,2,62
510,0,510,62,0,70
511,0,511,70,2,62
512,0,512,62,0,70
513,0,513,70,2,62
514,0,514,62,0,70
515,0,515,70,2,62
516,0,516,62,0,70
517,0,517,70,2,62
518,0,518,62,0,70
519,0,519,70,2,62
520,0,520,62,0,70
521,0,521,70,2,62
522,0,522,62,0,70
523,0,523,70,2,62
524,0,524,62,0,70
525,0,525,70,2,62
526,0,526,62,0,70
527,0,527,70,2,62
528,0,528,62,0,70
529,0,529,70,2,62
530,0,530,62,0,70
531,0,531,70,2,62
532,0,532,62,0,70
533,0,533,70,2,62
534,0,534,62,0,70
535,0,535,70,2,62
536,0,536,62,0,70
537,0,537,70,2,62
538,0,538,62,0,70
539,0,539,70,3,69
540,0,540,69,1,70
541,0,541,70,2,62
542,0,542,62,0,70
543,0,543,70,2,62
544,0,544,62,0,70
545,0,545,70,2,62
546,0,546,62,0,70
547,0,547,70,2,62
548,0,548,62,3,62
549,0,549,62,0,70
550,0,550,70,0,80
551,0,551,80,1,81
552,0,552,81,0,92
553,0,553,92,1,93
554,0,554,93,3,92
555,0,555,92,3,91
556,0,556,91,0,101
557,0,557,101,0,101
558,0,558,101,0,101
559,0,559,101,1,102
560,0,560,102,3,101
561,0,561,101,3,100
562,0,562,100,2,90
563,0,563,90,0,100
564,0,564,100,1,101
565,0,565,101,2,91
566,0,566,91,0,101
567,0,567,101,2,91
568,0,568,91,3,90
569,0,569,90,1,91
570,0,570,91,2,80
571,0,571,80,0,91
572,0,572,91,1,92
573,0,573,92,2,81
574,0,574,81,2,71
575,0,575,71,3,70
576,0,576,70,2,62
577,0,577,62,3,62
578,0,578,62,0,70
579,0,579,70,2,62
580,0,580,62,0,70
581,0,581,70,2,62
582,0,582,62,3,62
583,0,583,62,2,54
584,0,584,54,2,48
585,0,585,48,0,54
586,0,586,54,3,53
587,0,587,53,3,52
588,0,588,52,3,52
589,0,589,52,0,52
590,0,590,52,1,53
591,0,591,53,0,53
592,0,592,53,2,47
593,0,593,47,3,46
594,0,594,46,2,36
595,0,595,36,0,46
596,0,596,46,0,52
597,0,597,52,3,52
598,0,598,52,3,52
599,0,599,52,2,46
600,0,600,46,3,46
601,0,601,46,1,47
602,0,602,47,0,53
603,0,603,53,0,53
604,0,604,53,2,47
605,0,605,47,0,53
606,0,606,53,3,52
607,0,607,52,0,52
608,0,608,52,2,46
609,0,609,46,2,36
610,0,610,36,1,37
611,0,611,37,2,27
612,0,612,27,0,37
613,0,613,37,3,36
614,0,614,36,1,37
615,0,615,37,1,38
616,0,616,38,0,48
617,0,617,48,2,38
618,0,618,38,3,37
619,0,619,37,2,27
620,0,620,27,1,28
621,0,621,28,1,29
622,0,622,29,1,30
623,0,623,30,1,30
624,0,624,30,3,29
625,0,625,29,0,39
626,0,626,39,3,38
627,0,627,38,2,28
628,0,628,28,2,17
629,0,629,17,0,28
630,0,630,28,3,27
631,0,631,27,3,26
632,0,632,26,0,36
633,0,633,36,0,46
634,0,634,46,0,52
635,0,635,52,1,53
636,0,636,53,1,54
637,0,637,54,2,48
638,0,638,48,1,49
639,0,639,49,3,48
640,0,640,48,3,47
641,0,641,47,1,48
642,0,642,48,0,54
643,0,643,54,1,55
644,0,644,55,0,55
645,0,645,55,2,49
646,0,646,49,3,48
647,0,647,48,1,49
648,0,648,49,1,50
649,0,649,50,3,49
650,0,650,49,0,55
651,0,651,55,3,54
652,0,652,54,0,62
653,0,653,62,0,70
654,0,654,70,1,71
655,0,655,71,1,72
656,0,656,72,2,72
657,0,657,72,0,82
658,0,658,82,1,82
659,0,659,82,3,81
660,0,660,81,2,71
661,0,661,71,2,71
662,0,662,71,1,72
663,0,663,72,3,71
664,0,664,71,0,81
665,0,665,81,1,82
666,0,666,82,2,72
667,0,667,72,2,72
668,0,668,72,1,72
669,0,669,72,3,71
670,0,670,71,2,71
671,0,671,71,0,81
672,0,672,81,0,92
673,0,673,92,0,102
674,0,674,102,3,101
675,0,675,101,1,102
676,0,676,102,0,102
677,0,677,102,2,92
678,0,678,92,1,93
679,0,679,93,1,93
680,0,680,93,3,92
681,0,681,92,2,81
682,0,682,81,2,71
683,0,683,71,0,81
684,0,684,81,3,80
685,0,685,80,3,79
686,0,686,79,1,80
687,0,687,80,3,79
688,0,688,79,3,78
689,0,689,78,1,79
690,0,690,79,2,69
