,episode,step,state,action,next_state
0,0,0,0,2,0
1,0,1,0,2,0
2,0,2,0,3,0
3,0,3,0,0,10
4,0,4,10,3,10
5,0,5,10,3,10
6,0,6,10,2,0
7,0,7,0,3,0
8,0,8,0,1,1
9,0,9,1,0,11
10,0,10,11,2,1
11,0,11,1,3,0
12,0,12,0,2,0
13,0,13,0,0,10
14,0,14,10,0,20
15,0,15,20,1,21
16,0,16,21,2,11
17,0,17,11,3,10
18,0,18,10,0,20
19,0,19,20,2,10
20,0,20,10,2,0
21,0,21,0,1,1
22,0,22,1,3,0
23,0,23,0,3,0
24,0,24,0,0,10
25,0,25,10,3,10
26,0,26,10,1,11
27,0,27,11,2,1
28,0,28,1,0,11
29,0,29,11,3,10
30,0,30,10,1,11
31,0,31,11,1,12
32,0,32,12,1,13
33,0,33,13,3,12
34,0,34,12,2,2
35,0,35,2,0,12
36,0,36,12,2,2
37,0,37,2,2,2
38,0,38,2,2,2
39,0,39,2,2,2
40,0,40,2,0,12
41,0,41,12,2,2
42,0,42,2,2,2
43,0,43,2,0,12
44,0,44,12,0,22
45,0,45,22,1,23
46,0,46,23,3,22
47,0,47,22,0,33
48,0,48,33,0,43
49,0,49,43,0,43
50,0,50,43,1,44
51,0,51,44,3,43
52,0,52,43,0,43
53,0,53,43,3,42
54,0,54,42,3,41
55,0,55,41,0,41
56,0,56,41,3,41
57,0,57,41,2,31
58,0,58,31,2,20
59,0,59,20,1,21
60,0,60,21,2,11
61,0,61,11,3,10
62,0,62,10,1,11
63,0,63,11,3,10
64,0,64,10,1,11
65,0,65,11,2,1
66,0,66,1,1,2
67,0,67,2,1,3
68,0,68,3,3,2
69,0,69,2,2,2
70,0,70,2,2,2
71,0,71,2,0,12
72,0,72,12,3,11
73,0,73,11,1,12
74,0,74,12,1,13
75,0,75,13,0,23
76,0,76,23,1,24
77,0,77,24,1,25
78,0,78,25,0,25
79,0,79,25,3,24
80,0,80,24,1,25
81,0,81,25,3,24
82,0,82,24,1,25
83,0,83,25,3,24
84,0,84,24,1,25
85,0,85,25,3,24
86,0,86,24,1,25
87,0,87,25,3,24
88,0,88,24,1,25
89,0,89,25,3,24
90,0,90,24,1,25
91,0,91,25,3,24
92,0,92,24,1,25
93,0,93,25,3,24
94,0,94,24,1,25
95,0,95,25,3,24
96,0,96,24,1,25
97,0,97,25,3,24
98,0,98,24,1,25
99,0,99,25,3,24
100,0,100,24,1,25
101,0,101,25,3,24
102,0,102,24,1,25
103,0,103,25,3,24
104,0,104,24,1,25
105,0,105,25,3,24
106,0,106,24,1,25
107,0,107,25,3,24
108,0,108,24,1,25
109,0,109,25,3,24
110,0,110,24,1,25
111,0,111,25,3,24
112,0,112,24,1,25
113,0,113,25,3,24
114,0,114,24,1,25
115,0,115,25,1,26
116,0,116,26,1,27
117,0,117,27,3,26
118,0,118,26,2,15
119,0,119,15,2,5
120,0,120,5,0,15
121,0,121,15,3,15
122,0,122,15,0,26
123,0,123,26,2,15
124,0,124,15,3,15
125,0,125,15,0,26
126,0,126,26,1,27
127,0,127,27,2,16
128,0,128,16,1,17
129,0,129,17,2,7
130,0,130,7,2,7
131,0,131,7,2,7
132,0,132,7,1,8
133,0,133,8,1,9
134,0,134,9,0,19
135,0,135,19,3,18
136,0,136,18,2,8
137,0,137,8,0,18
138,0,138,18,2,8
139,0,139,8,3,7
140,0,140,7,2,7
141,0,141,7,3,6
142,0,142,6,1,7
143,0,143,7,0,17
144,0,144,17,3,16
145,0,145,16,3,15
146,0,146,15,3,15
147,0,147,15,1,16
148,0,148,16,1,17
149,0,149,17,1,18
150,0,150,18,1,19
151,0,151,19,3,18
152,0,152,18,3,17
153,0,153,17,3,16
154,0,154,16,1,17
155,0,155,17,3,16
156,0,156,16,1,17
157,0,157,17,0,28
158,0,158,28,0,38
159,0,159,38,2,28
160,0,160,28,3,27
161,0,161,27,1,28
162,0,162,28,1,29
163,0,163,29,2,18
164,0,164,18,3,17
165,0,165,17,2,7
166,0,166,7,3,6
167,0,167,6,3,5
168,0,168,5,3,5
169,0,169,5,3,5
170,0,170,5,2,5
171,0,171,5,3,5
172,0,172,5,1,6
173,0,173,6,2,6
174,0,174,6,1,7
175,0,175,7,3,6
176,0,176,6,0,16
177,0,177,16,3,15
178,0,178,15,2,5
179,0,179,5,3,5
180,0,180,5,2,5
181,0,181,5,1,6
182,0,182,6,2,6
183,0,183,6,0,16
184,0,184,16,2,6
185,0,185,6,2,6
186,0,186,6,1,7
187,0,187,7,2,7
188,0,188,7,3,6
189,0,189,6,1,7
190,0,190,7,1,8
191,0,191,8,0,18
192,0,192,18,1,19
193,0,193,19,3,18
194,0,194,18,0,29
195,0,195,29,1,30
196,0,196,30,0,40
197,0,197,40,1,40
198,0,198,40,1,40
199,0,199,40,3,39
200,0,200,39,0,49
201,0,201,49,0,55
202,0,202,55,2,49
203,0,203,49,3,48
204,0,204,48,0,54
205,0,205,54,2,48
206,0,206,48,3,47
207,0,207,47,2,37
208,0,208,37,2,27
209,0,209,27,3,26
210,0,210,26,0,36
211,0,211,36,2,26
212,0,212,26,3,25
213,0,213,25,3,24
214,0,214,24,1,25
215,0,215,25,3,24
216,0,216,24,1,25
217,0,217,25,3,24
218,0,218,24,1,25
219,0,219,25,3,24
220,0,220,24,1,25
221,0,221,25,1,26
222,0,222,26,0,36
223,0,223,36,1,37
224,0,224,37,2,27
225,0,225,27,0,37
226,0,226,37,1,38
227,0,227,38,0,48
228,0,228,48,1,49
229,0,229,49,2,39
230,0,230,39,1,40
231,0,231,40,0,50
232,0,232,50,2,40
233,0,233,40,1,40
234,0,234,40,0,50
235,0,235,50,0,56
236,0,236,56,0,56
237,0,237,56,3,55
238,0,238,55,2,49
239,0,239,49,1,50
240,0,240,50,3,49
241,0,241,49,0,55
242,0,242,55,2,49
243,0,243,49,0,55
244,0,244,55,3,54
245,0,245,54,1,55
246,0,246,55,1,56
247,0,247,56,2,50
248,0,248,50,0,56
249,0,249,56,3,55
250,0,250,55,2,49
251,0,251,49,0,55
252,0,252,55,2,49
253,0,253,49,3,48
254,0,254,48,2,38
255,0,255,38,0,48
256,0,256,48,2,38
257,0,257,38,3,37
258,0,258,37,3,36
259,0,259,36,2,26
260,0,260,26,2,15
261,0,261,15,1,16
262,0,262,16,2,6
263,0,263,6,3,5
264,0,264,5,0,15
265,0,265,15,1,16
266,0,266,16,2,6
267,0,267,6,1,7
268,0,268,7,0,17
269,0,269,17,3,16
270,0,270,16,1,17
271,0,271,17,2,7
272,0,272,7,3,6
273,0,273,6,0,16
274,0,274,16,0,27
275,0,275,27,0,37
276,0,276,37,1,38
277,0,277,38,3,37
278,0,278,37,1,38
279,0,279,38,3,37
280,0,280,37,2,27
281,0,281,27,0,37
282,0,282,37,1,38
283,0,283,38,2,28
284,0,284,28,0,38
285,0,285,38,1,39
286,0,286,39,2,29
287,0,287,29,3,28
288,0,288,28,0,38
289,0,289,38,2,28
290,0,290,28,2,17
291,0,291,17,1,18
292,0,292,18,0,29
293,0,293,29,1,30
294,0,294,30,2,19
295,0,295,19,2,9
296,0,296,9,2,9
297,0,297,9,3,8
298,0,298,8,0,18
299,0,299,18,2,8
300,0,300,8,0,18
301,0,301,18,1,19
302,0,302,19,1,19
303,0,303,19,2,9
304,0,304,9,2,9
305,0,305,9,3,8
306,0,306,8,3,7
307,0,307,7,0,17
308,0,308,17,1,18
309,0,309,18,2,8
310,0,310,8,2,8
311,0,311,8,1,9
312,0,312,9,3,8
313,0,313,8,3,7
314,0,314,7,0,17
315,0,315,17,3,16
316,0,316,16,3,15
317,0,317,15,0,26
318,0,318,26,1,27
319,0,319,27,2,16
320,0,320,16,2,6
321,0,321,6,3,5
322,0,322,5,2,5
323,0,323,5,0,15
324,0,324,15,2,5
325,0,325,5,1,6
326,0,326,6,1,7
327,0,327,7,3,6
328,0,328,6,1,7
329,0,329,7,3,6
330,0,330,6,0,16
331,0,331,16,0,27
332,0,332,27,0,37
333,0,333,37,0,47
334,0,334,47,1,48
335,0,335,48,1,49
336,0,336,49,2,39
337,0,337,39,0,49
338,0,338,49,2,39
339,0,339,39,2,29
340,0,340,29,0,39
341,0,341,39,3,38
342,0,342,38,2,28
343,0,343,28,3,27
344,0,344,27,1,28
345,0,345,28,1,29
346,0,346,29,0,39
347,0,347,39,0,49
348,0,348,49,1,50
349,0,349,50,3,49
350,0,350,49,2,39
351,0,351,39,1,40
352,0,352,40,3,39
353,0,353,39,3,38
354,0,354,38,1,39
355,0,355,39,1,40
356,0,356,40,1,40
357,0,357,40,0,50
358,0,358,50,0,56
359,0,359,56,3,55
360,0,360,55,3,54
361,0,361,54,2,48
362,0,362,48,1,49
363,0,363,49,3,48
364,0,364,48,2,38
365,0,365,38,1,39
366,0,366,39,0,49
367,0,367,49,3,48
368,0,368,48,3,47
369,0,369,47,0,53
370,0,370,53,1,54
371,0,371,54,1,55
372,0,372,55,1,56
373,0,373,56,0,56
374,0,374,56,2,50
375,0,375,50,0,56
376,0,376,56,1,56
377,0,377,56,1,56
378,0,378,56,2,50
379,0,379,50,3,49
380,0,380,49,0,55
381,0,381,55,2,49
382,0,382,49,1,50
383,0,383,50,3,49
384,0,384,49,3,48
385,0,385,48,2,38
386,0,386,38,2,28
387,0,387,28,1,29
388,0,388,29,0,39
389,0,389,39,1,40
390,0,390,40,1,40
391,0,391,40,1,40
392,0,392,40,0,50
393,0,393,50,2,40
394,0,394,40,1,40
395,0,395,40,2,30
396,0,396,30,0,40
397,0,397,40,2,30
398,0,398,30,1,30
399,0,399,30,1,30
400,0,400,30,3,29
401,0,401,29,3,28
402,0,402,28,2,17
403,0,403,17,0,28
404,0,404,28,0,38
405,0,405,38,0,48
406,0,406,48,0,54
407,0,407,54,1,55
408,0,408,55,1,56
409,0,409,56,0,56
410,0,410,56,1,56
411,0,411,56,0,56
412,0,412,56,3,55
413,0,413,55,0,55
414,0,414,55,0,55
415,0,415,55,0,55
416,0,416,55,2,49
417,0,417,49,0,55
418,0,418,55,3,54
419,0,419,54,3,53
420,0,420,53,0,53
421,0,421,53,0,53
422,0,422,53,2,47
423,0,423,47,3,46
424,0,424,46,0,52
425,0,425,52,0,52
426,0,426,52,1,53
427,0,427,53,3,52
428,0,428,52,1,53
429,0,429,53,1,54
430,0,430,54,3,53
431,0,431,53,2,47
432,0,432,47,1,48
433,0,433,48,0,54
434,0,434,54,2,48
435,0,435,48,2,38
436,0,436,38,2,28
437,0,437,28,2,17
438,0,438,17,1,18
439,0,439,18,2,8
440,0,440,8,2,8
441,0,441,8,2,8
442,0,442,8,2,8
443,0,443,8,3,7
444,0,444,7,2,7
445,0,445,7,1,8
446,0,446,8,3,7
447,0,447,7,0,17
448,0,448,17,3,16
449,0,449,16,3,15
450,0,450,15,3,15
451,0,451,15,2,5
452,0,452,5,0,15
453,0,453,15,0,26
454,0,454,26,3,25
455,0,455,25,3,24
456,0,456,24,1,25
457,0,457,25,3,24
458,0,458,24,1,25
459,0,459,25,3,24
460,0,460,24,1,25
461,0,461,25,3,24
462,0,462,24,3,23
463,0,463,23,0,34
464,0,464,34,3,33
465,0,465,33,0,43
466,0,466,43,2,33
467,0,467,33,1,34
468,0,468,34,0,44
469,0,469,44,1,45
470,0,470,45,2,35
471,0,471,35,1,35
472,0,472,35,2,24
473,0,473,24,1,25
474,0,474,25,3,24
475,0,475,24,0,35
476,0,476,35,3,34
477,0,477,34,0,44
478,0,478,44,1,45
479,0,479,45,0,45
480,0,480,45,3,44
481,0,481,44,2,34
482,0,482,34,2,23
483,0,483,23,0,34
484,0,484,34,3,33
485,0,485,33,2,22
486,0,486,22,2,12
487,0,487,12,3,11
488,0,488,11,0,21
489,0,489,21,1,22
490,0,490,22,3,21
491,0,491,21,3,20
492,0,492,20,3,20
493,0,493,20,0,31
494,0,494,31,2,20
495,0,495,20,0,31
496,0,496,31,3,31
497,0,497,31,2,20
498,0,498,20,1,21
499,0,499,21,3,20
500,0,500,20,1,21
501,0,501,21,1,22
502,0,502,22,0,33
503,0,503,33,2,22
504,0,504,22,2,12
505,0,505,12,1,13
506,0,506,13,0,23
507,0,507,23,1,24
508,0,508,24,1,25
509,0,509,25,3,24
510,0,510,24,1,25
511,0,511,25,3,24
512,0,512,24,1,25
513,0,513,25,3,24
514,0,514,24,3,23
515,0,515,23,0,34
516,0,516,34,3,33
517,0,517,33,0,43
518,0,518,43,1,44
519,0,519,44,1,45
520,0,520,45,2,35
521,0,521,35,0,45
522,0,522,45,1,45
523,0,523,45,3,44
524,0,524,44,0,44
525,0,525,44,3,43
526,0,526,43,1,44
527,0,527,44,2,34
528,0,528,34,2,23
529,0,529,23,0,34
530,0,530,34,1,35
531,0,531,35,2,24
532,0,532,24,2,14
533,0,533,14,3,13
534,0,534,13,0,23
535,0,535,23,1,24
536,0,536,24,1,25
537,0,537,25,0,25
538,0,538,25,2,25
539,0,539,25,0,25
540,0,540,25,3,24
541,0,541,24,3,23
542,0,542,23,0,34
543,0,543,34,3,33
544,0,544,33,3,32
545,0,545,32,1,33
546,0,546,33,3,32
547,0,547,32,0,42
548,0,548,42,0,51
549,0,549,51,2,42
550,0,550,42,0,51
551,0,551,51,3,51
552,0,552,51,3,51
553,0,553,51,0,58
554,0,554,58,0,64
555,0,555,64,2,58
556,0,556,58,2,51
557,0,557,51,1,51
558,0,558,51,3,51
559,0,559,51,2,42
560,0,560,42,2,32
561,0,561,32,2,21
562,0,562,21,0,32
563,0,563,32,0,42
564,0,564,42,1,43
565,0,565,43,0,43
566,0,566,43,3,42
567,0,567,42,1,43
568,0,568,43,2,33
569,0,569,33,3,32
570,0,570,32,0,42
571,0,571,42,0,51
572,0,572,51,3,51
573,0,573,51,2,42
574,0,574,42,1,43
575,0,575,43,3,42
576,0,576,42,2,32
577,0,577,32,3,31
578,0,578,31,0,41
579,0,579,41,0,41
580,0,580,41,2,31
581,0,581,31,0,41
582,0,582,41,3,41
583,0,583,41,0,41
584,0,584,41,1,42
585,0,585,42,0,51
586,0,586,51,0,58
587,0,587,58,1,59
588,0,588,59,3,58
589,0,589,58,1,59
590,0,590,59,2,59
591,0,591,59,0,65
592,0,592,65,3,64
593,0,593,64,0,74
594,0,594,74,2,64
595,0,595,64,2,58
596,0,596,58,2,51
597,0,597,51,3,51
598,0,598,51,0,58
599,0,599,58,3,57
600,0,600,57,1,58
601,0,601,58,1,59
602,0,602,59,0,65
603,0,603,65,3,64
604,0,604,64,0,74
605,0,605,74,0,84
606,0,606,84,2,74
607,0,607,74,2,64
608,0,608,64,3,63
609,0,609,63,1,64
610,0,610,64,1,65
611,0,611,65,0,75
612,0,612,75,3,74
613,0,613,74,2,64
614,0,614,64,2,58
615,0,615,58,0,64
616,0,616,64,0,74
617,0,617,74,3,73
618,0,618,73,0,83
619,0,619,83,1,84
620,0,620,84,1,85
621,0,621,85,3,84
622,0,622,84,3,83
623,0,623,83,3,83
624,0,624,83,0,94
625,0,625,94,3,94
626,0,626,94,0,94
627,0,627,94,3,94
628,0,628,94,0,94
629,0,629,94,1,95
630,0,630,95,0,95
631,0,631,95,3,94
632,0,632,94,1,95
633,0,633,95,2,84
634,0,634,84,1,85
635,0,635,85,1,86
636,0,636,86,3,85
637,0,637,85,2,75
638,0,638,75,2,65
639,0,639,65,3,64
640,0,640,64,1,65
641,0,641,65,3,64
