,runtime
0,111.14324522018433
1,39.937604904174805
2,7.393610239028931
3,12.884937047958374
4,112.63194131851196
5,111.62422823905945
6,111.85241675376892
7,71.28906035423279
8,10.426574468612671
9,111.79414558410645
10,111.78257441520691
11,112.24961686134338
12,7.767781019210815
13,112.70025587081909
14,111.60655879974365
15,8.84233283996582
16,35.14313817024231
17,17.20906925201416
18,9.201269388198853
19,113.2107470035553
20,12.99406623840332
21,112.67593741416931
22,9.963386058807373
23,38.997517824172974
24,9.796224594116211
25,12.123413801193237
26,8.033431768417358
27,12.145715713500977
28,111.9641466140747
29,112.27531456947327
