,runtime
0,113.47056722640991
1,40.047099351882935
2,7.6144187450408936
3,12.978732824325562
4,118.1515200138092
5,121.08983993530273
6,122.00239443778992
7,77.69740867614746
8,11.386532068252563
9,122.1028082370758
10,122.55360245704651
11,122.54730558395386
12,8.286167860031128
13,122.06840682029724
14,124.40993475914001
15,9.98786211013794
16,40.841296672821045
17,18.361594200134277
18,10.025081396102905
19,114.92098069190979
20,13.167901754379272
21,112.18029570579529
22,9.949251413345337
23,38.93002963066101
24,10.014595746994019
25,12.10653829574585
26,8.05062460899353
27,12.289851665496826
28,112.5959062576294
29,112.18368864059448
