,runtime
0,111.72323775291443
1,39.9880895614624
2,7.490835666656494
3,12.693167686462402
4,111.83993029594421
5,111.76163101196289
6,111.48054099082947
7,71.37048983573914
8,10.6399085521698
9,111.73712277412415
10,111.68648505210876
11,112.80980896949768
12,7.865340948104858
13,112.12812352180481
14,111.66123032569885
15,9.058560132980347
16,34.995063066482544
17,17.246431827545166
18,9.312015295028687
19,112.98629975318909
20,12.994746923446655
21,112.31270742416382
22,9.882176876068115
23,38.97102093696594
24,9.801456451416016
25,11.998125076293945
26,7.9186999797821045
27,12.085005521774292
28,111.85795021057129
29,112.4041657447815
